transaction_id,date,customer_id,customer_name,region,category,product,units,list_price,discount_pct,discount_amt,pocket_price,revenue,unit_cost,total_cost,margin_pct,status,sales_rep,customer_tier,industry,year,quarter,month
T0281,2024-06-24,C012,Delta Aerospace,West,Furniture,Desk Pro,10,420,16.47,691.7,350.83,3508.3,180,1800,48.69,Won,David Evans,Enterprise,Aerospace,2024,Q2,Jun
T0282,2024-06-24,C020,Polar Biotech,East,Software,Mobile Device Mgmt,1,2800,0.81,22.68,2777.32,2777.32,250,250,91.0,Won,Aisha Patel,Enterprise,Healthcare,2024,Q2,Jun
T0283,2024-06-27,C017,Granite Automotive,West,Software,Security Suite,2,3200,28.8,1843.2,2278.4,4556.8,280,560,87.71,Won,David Evans,Enterprise,Automotive,2024,Q2,Jun
T0284,2024-06-27,C018,Ember Analytics,North,Software,Analytics Suite,3,4500,30.68,4141.8,3119.4,9358.2,500,1500,83.97,Won,Emily Foster,SMB,Technology,2024,Q2,Jun
T0285,2024-06-27,C011,Pinnacle Consulting,North,Software,BI Dashboard,1,5500,28.53,1569.15,3930.85,3930.85,500,500,87.28,Won,Emily Foster,Mid-Market,Professional Svcs,2024,Q2,Jun
T0286,2024-06-29,C010,Stratos Media,North,Software,Mobile Device Mgmt,1,2800,24.59,688.52,2111.48,2111.48,250,250,88.16,Won,Emily Foster,SMB,Media,2024,Q2,Jun
T0287,2024-06-30,C003,Meridian Health,North,Software,Mobile Device Mgmt,3,2800,4.92,413.28,2662.24,7986.72,250,750,90.61,Lost,Sarah Chen,Enterprise,Healthcare,2024,Q2,Jun
T0288,2024-07-02,C004,Solaris Energy,West,Hardware,Headset Pro,2,220,11.53,50.74,194.63,389.26,120,240,38.34,Won,Tom Walsh,Mid-Market,Energy,2024,Q3,Jul
T0289,2024-07-02,C014,Quantum Devices,North,Furniture,Desk Pro,10,420,15.03,631.3,356.87,3568.7,180,1800,49.56,Won,Sarah Chen,Enterprise,Technology,2024,Q3,Jul
T0290,2024-07-03,C003,Meridian Health,North,Software,BI Dashboard,2,5500,5.17,568.7,5215.65,10431.3,500,1000,90.41,Won,Sarah Chen,Enterprise,Healthcare,2024,Q3,Jul
T0291,2024-07-04,C011,Pinnacle Consulting,North,Hardware,Headset Pro,5,220,25.22,277.4,164.52,822.6,120,600,27.06,Won,Emily Foster,Mid-Market,Professional Svcs,2024,Q3,Jul
T0292,2024-07-06,C014,Quantum Devices,North,Software,CRM Platform,1,8500,9.02,766.7,7733.3,7733.3,600,600,92.24,Won,Sarah Chen,Enterprise,Technology,2024,Q3,Jul
T0293,2024-07-06,C020,Polar Biotech,East,Furniture,Desk Pro,1,420,8.04,33.77,386.23,386.23,180,180,53.4,Won,Aisha Patel,Enterprise,Healthcare,2024,Q3,Jul
T0294,2024-07-07,C001,Apex Industries,North,Software,CRM Platform,1,8500,5.31,451.35,8048.65,8048.65,600,600,92.55,Pending,Sarah Chen,Enterprise,Manufacturing,2024,Q3,Jul
T0295,2024-07-09,C004,Solaris Energy,West,Software,BI Dashboard,5,5500,12.94,3558.5,4788.3,23941.5,500,2500,89.56,Won,Tom Walsh,Mid-Market,Energy,2024,Q3,Jul
T0296,2024-07-09,C012,Delta Aerospace,West,Hardware,"Monitor 27""",1,350,14.04,49.14,300.86,300.86,210,210,30.2,Pending,David Evans,Enterprise,Aerospace,2024,Q3,Jul
T0297,2024-07-10,C012,Delta Aerospace,West,Services,Training Package,1,1800,17.37,312.66,1487.34,1487.34,400,400,73.11,Won,David Evans,Enterprise,Aerospace,2024,Q3,Jul
T0298,2024-07-12,C004,Solaris Energy,West,Software,Analytics Suite,2,4500,8.07,726.3,4136.85,8273.7,500,1000,87.91,Won,Tom Walsh,Mid-Market,Energy,2024,Q3,Jul
T0299,2024-07-16,C020,Polar Biotech,East,Software,BI Dashboard,10,5500,3.23,1776.5,5322.35,53223.5,500,5000,90.61,Won,Aisha Patel,Enterprise,Healthcare,2024,Q3,Jul
T0300,2024-07-17,C011,Pinnacle Consulting,North,Hardware,Network Switch,10,950,17.99,1709.1,779.1,7791.0,540,5400,30.69,Lost,Emily Foster,Mid-Market,Professional Svcs,2024,Q3,Jul
T0301,2024-07-19,C007,Vertex Logistics,South,Furniture,Desk Pro,2,420,7.85,65.94,387.03,774.06,180,360,53.49,Won,Marco Ruiz,Mid-Market,Logistics,2024,Q3,Jul
T0302,2024-07-19,C015,Redwood Construction,South,Software,Cloud Storage 1TB,10,380,3.51,133.4,366.66,3666.6,45,450,87.73,Won,Marco Ruiz,SMB,Construction,2024,Q3,Jul
T0303,2024-07-23,C017,Granite Automotive,West,Furniture,Office Chair,1,180,17.84,32.11,147.89,147.89,80,80,45.91,Won,David Evans,Enterprise,Automotive,2024,Q3,Jul
T0304,2024-07-26,C002,Horizon Tech,East,Software,Mobile Device Mgmt,1,2800,10.57,295.96,2504.04,2504.04,250,250,90.02,Lost,Priya Sharma,Enterprise,Technology,2024,Q3,Jul
T0305,2024-07-28,C005,Cascade Retail,South,Furniture,Desk Pro,2,420,10.28,86.36,376.82,753.64,180,360,52.23,Lost,James Okafor,Mid-Market,Retail,2024,Q3,Jul
T0306,2024-07-29,C014,Quantum Devices,North,Hardware,Laptop Pro,3,1200,9.93,357.48,1080.84,3242.52,800,2400,25.98,Won,Sarah Chen,Enterprise,Technology,2024,Q3,Jul
T0307,2024-07-29,C009,BlueRock Mining,West,Furniture,Office Chair,1,180,10.53,18.95,161.05,161.05,80,80,50.33,Won,Tom Walsh,Mid-Market,Mining,2024,Q3,Jul
T0308,2024-07-30,C013,Harbor Insurance,East,Hardware,Server Rack,1,6200,2.61,161.82,6038.18,6038.18,4100,4100,32.1,Won,Aisha Patel,Enterprise,Financial Services,2024,Q3,Jul
T0309,2024-08-01,C016,Tidal Software,South,Hardware,Server Rack,10,6200,2.17,1345.4,6065.46,60654.6,4100,41000,32.4,Lost,James Okafor,Mid-Market,Technology,2024,Q3,Aug
T0310,2024-08-09,C007,Vertex Logistics,South,Software,BI Dashboard,1,5500,8.39,461.45,5038.55,5038.55,500,500,90.08,Won,Marco Ruiz,Mid-Market,Logistics,2024,Q3,Aug
T0311,2024-08-09,C012,Delta Aerospace,West,Hardware,Laptop Pro,1,1200,25.34,304.08,895.92,895.92,800,800,10.71,Won,David Evans,Enterprise,Aerospace,2024,Q3,Aug
T0312,2024-08-12,C014,Quantum Devices,North,Hardware,Network Switch,1,950,10.74,102.03,847.97,847.97,540,540,36.32,Lost,Sarah Chen,Enterprise,Technology,2024,Q3,Aug
T0313,2024-08-14,C002,Horizon Tech,East,Software,CRM Platform,2,8500,12.32,2094.4,7452.8,14905.6,600,1200,91.95,Won,Priya Sharma,Enterprise,Technology,2024,Q3,Aug
T0314,2024-08-14,C020,Polar Biotech,East,Hardware,Network Switch,2,950,16.39,311.4,794.3,1588.6,540,1080,32.02,Lost,Aisha Patel,Enterprise,Healthcare,2024,Q3,Aug
T0315,2024-08-15,C020,Polar Biotech,East,Hardware,Laptop Pro,2,1200,0.16,3.84,1198.08,2396.16,800,1600,33.23,Won,Aisha Patel,Enterprise,Healthcare,2024,Q3,Aug
T0316,2024-08-15,C001,Apex Industries,North,Software,Security Suite,10,3200,7.43,2377.6,2962.24,29622.4,280,2800,90.55,Pending,Sarah Chen,Enterprise,Manufacturing,2024,Q3,Aug
T0317,2024-08-16,C010,Stratos Media,North,Hardware,Network Switch,10,950,25.31,2404.4,709.56,7095.6,540,5400,23.9,Pending,Emily Foster,SMB,Media,2024,Q3,Aug
T0318,2024-08-19,C009,BlueRock Mining,West,Hardware,Headset Pro,1,220,8.72,19.18,200.82,200.82,120,120,40.24,Won,Tom Walsh,Mid-Market,Mining,2024,Q3,Aug
T0319,2024-08-20,C020,Polar Biotech,East,Software,Analytics Suite,1,4500,13.42,603.9,3896.1,3896.1,500,500,87.17,Won,Aisha Patel,Enterprise,Healthcare,2024,Q3,Aug
T0320,2024-08-21,C015,Redwood Construction,South,Hardware,"Monitor 27""",2,350,12.23,85.6,307.19,614.38,210,420,31.64,Won,Marco Ruiz,SMB,Construction,2024,Q3,Aug
T0321,2024-08-21,C001,Apex Industries,North,Software,CRM Platform,1,8500,2.26,192.1,8307.9,8307.9,600,600,92.78,Won,Sarah Chen,Enterprise,Manufacturing,2024,Q3,Aug
T0322,2024-08-25,C012,Delta Aerospace,West,Hardware,Server Rack,10,6200,25.44,15772.8,4622.72,46227.2,4100,41000,11.31,Won,David Evans,Enterprise,Aerospace,2024,Q3,Aug
T0323,2024-08-29,C020,Polar Biotech,East,Software,BI Dashboard,10,5500,10.57,5813.5,4918.65,49186.5,500,5000,89.83,Won,Aisha Patel,Enterprise,Healthcare,2024,Q3,Aug
T0324,2024-09-02,C011,Pinnacle Consulting,North,Hardware,"Monitor 27""",10,350,34.16,1195.6,230.44,2304.4,210,2100,8.87,Won,Emily Foster,Mid-Market,Professional Svcs,2024,Q3,Sep
T0325,2024-09-02,C018,Ember Analytics,North,Furniture,Office Chair,2,180,23.97,86.3,136.85,273.7,80,160,41.54,Lost,Emily Foster,SMB,Technology,2024,Q3,Sep
T0326,2024-09-02,C011,Pinnacle Consulting,North,Hardware,"Monitor 27""",3,350,27.74,291.27,252.91,758.73,210,630,16.97,Pending,Emily Foster,Mid-Market,Professional Svcs,2024,Q3,Sep
T0327,2024-09-03,C003,Meridian Health,North,Furniture,Desk Pro,2,420,9.19,77.2,381.4,762.8,180,360,52.81,Won,Sarah Chen,Enterprise,Healthcare,2024,Q3,Sep
T0328,2024-09-03,C019,Coastline Hotels,West,Software,Cloud Storage 1TB,3,380,10.04,114.45,341.85,1025.55,45,135,86.84,Won,Tom Walsh,Mid-Market,Hospitality,2024,Q3,Sep
T0329,2024-09-03,C004,Solaris Energy,West,Software,Cloud Storage 1TB,1,380,3.7,14.06,365.94,365.94,45,45,87.7,Won,Tom Walsh,Mid-Market,Energy,2024,Q3,Sep
T0330,2024-09-03,C015,Redwood Construction,South,Furniture,Office Chair,2,180,6.91,24.88,167.56,335.12,80,160,52.26,Won,Marco Ruiz,SMB,Construction,2024,Q3,Sep
T0331,2024-09-04,C009,BlueRock Mining,West,Software,Cloud Storage 1TB,10,380,9.68,367.8,343.22,3432.2,45,450,86.89,Won,Tom Walsh,Mid-Market,Mining,2024,Q3,Sep
T0332,2024-09-08,C012,Delta Aerospace,West,Software,BI Dashboard,3,5500,19.63,3238.95,4420.35,13261.05,500,1500,88.69,Won,David Evans,Enterprise,Aerospace,2024,Q3,Sep
T0333,2024-09-09,C002,Horizon Tech,East,Software,CRM Platform,5,8500,4.36,1853.0,8129.4,40647.0,600,3000,92.62,Won,Priya Sharma,Enterprise,Technology,2024,Q3,Sep
T0334,2024-09-12,C020,Polar Biotech,East,Furniture,Office Chair,2,180,12.4,44.64,157.68,315.36,80,160,49.26,Won,Aisha Patel,Enterprise,Healthcare,2024,Q3,Sep
T0335,2024-09-15,C007,Vertex Logistics,South,Software,Mobile Device Mgmt,1,2800,8.13,227.64,2572.36,2572.36,250,250,90.28,Won,Marco Ruiz,Mid-Market,Logistics,2024,Q3,Sep
T0336,2024-09-19,C017,Granite Automotive,West,Hardware,Server Rack,1,6200,16.78,1040.36,5159.64,5159.64,4100,4100,20.54,Won,David Evans,Enterprise,Automotive,2024,Q3,Sep
T0337,2024-09-24,C010,Stratos Media,North,Hardware,Laptop Pro,5,1200,28.15,1689.0,862.2,4311.0,800,4000,7.21,Lost,Emily Foster,SMB,Media,2024,Q3,Sep
T0338,2024-09-24,C003,Meridian Health,North,Hardware,Headset Pro,1,220,12.74,28.03,191.97,191.97,120,120,37.49,Won,Sarah Chen,Enterprise,Healthcare,2024,Q3,Sep
T0339,2024-09-25,C003,Meridian Health,North,Software,Cloud Storage 1TB,2,380,3.08,23.4,368.3,736.6,45,90,87.78,Lost,Sarah Chen,Enterprise,Healthcare,2024,Q3,Sep
T0340,2024-09-25,C010,Stratos Media,North,Hardware,Laptop Pro,2,1200,30.76,738.24,830.88,1661.76,800,1600,3.72,Won,Emily Foster,SMB,Media,2024,Q3,Sep
T0341,2024-09-26,C014,Quantum Devices,North,Software,Security Suite,1,3200,8.78,280.96,2919.04,2919.04,280,280,90.41,Pending,Sarah Chen,Enterprise,Technology,2024,Q3,Sep
T0342,2024-09-28,C012,Delta Aerospace,West,Hardware,Laptop Pro,2,1200,16.3,391.2,1004.4,2008.8,800,1600,20.35,Lost,David Evans,Enterprise,Aerospace,2024,Q3,Sep
T0343,2024-09-29,C011,Pinnacle Consulting,North,Furniture,Desk Pro,5,420,19.83,416.45,336.71,1683.55,180,900,46.54,Pending,Emily Foster,Mid-Market,Professional Svcs,2024,Q3,Sep
T0344,2024-10-01,C003,Meridian Health,North,Services,Training Package,1,1800,7.01,126.18,1673.82,1673.82,400,400,76.1,Won,Sarah Chen,Enterprise,Healthcare,2024,Q4,Oct
T0345,2024-10-01,C006,Nimbus Financial,East,Software,Security Suite,1,3200,10.4,332.8,2867.2,2867.2,280,280,90.23,Won,Priya Sharma,Enterprise,Financial Services,2024,Q4,Oct
T0346,2024-10-02,C003,Meridian Health,North,Furniture,Desk Pro,2,420,8.67,72.82,383.59,767.18,180,360,53.07,Pending,Sarah Chen,Enterprise,Healthcare,2024,Q4,Oct
T0347,2024-10-05,C006,Nimbus Financial,East,Software,Security Suite,1,3200,8.37,267.84,2932.16,2932.16,280,280,90.45,Won,Priya Sharma,Enterprise,Financial Services,2024,Q4,Oct
T0348,2024-10-08,C013,Harbor Insurance,East,Software,ERP Module,10,12000,8.75,10500.0,10950.0,109500.0,1200,12000,89.04,Won,Aisha Patel,Enterprise,Financial Services,2024,Q4,Oct
T0349,2024-10-10,C001,Apex Industries,North,Hardware,"Monitor 27""",1,350,4.3,15.05,334.95,334.95,210,210,37.3,Won,Sarah Chen,Enterprise,Manufacturing,2024,Q4,Oct
T0350,2024-10-10,C008,Orion Pharma,East,Software,ERP Module,1,12000,7.4,888.0,11112.0,11112.0,1200,1200,89.2,Won,Aisha Patel,Enterprise,Healthcare,2024,Q4,Oct
T0351,2024-10-11,C020,Polar Biotech,East,Furniture,Office Chair,3,180,3.79,20.46,173.18,519.54,80,240,53.81,Won,Aisha Patel,Enterprise,Healthcare,2024,Q4,Oct
T0352,2024-10-11,C009,BlueRock Mining,West,Software,Cloud Storage 1TB,10,380,7.94,301.7,349.83,3498.3,45,450,87.14,Won,Tom Walsh,Mid-Market,Mining,2024,Q4,Oct
T0353,2024-10-12,C011,Pinnacle Consulting,North,Software,Analytics Suite,5,4500,19.03,4281.75,3643.65,18218.25,500,2500,86.28,Pending,Emily Foster,Mid-Market,Professional Svcs,2024,Q4,Oct
T0354,2024-10-15,C008,Orion Pharma,East,Hardware,Server Rack,1,6200,9.42,584.04,5615.96,5615.96,4100,4100,26.99,Won,Aisha Patel,Enterprise,Healthcare,2024,Q4,Oct
T0355,2024-10-16,C017,Granite Automotive,West,Software,BI Dashboard,1,5500,18.68,1027.4,4472.6,4472.6,500,500,88.82,Won,David Evans,Enterprise,Automotive,2024,Q4,Oct
T0356,2024-10-16,C018,Ember Analytics,North,Hardware,"Monitor 27""",1,350,15.98,55.93,294.07,294.07,210,210,28.59,Won,Emily Foster,SMB,Technology,2024,Q4,Oct
T0357,2024-10-18,C020,Polar Biotech,East,Software,ERP Module,1,12000,8.44,1012.8,10987.2,10987.2,1200,1200,89.08,Won,Aisha Patel,Enterprise,Healthcare,2024,Q4,Oct
T0358,2024-10-19,C017,Granite Automotive,West,Hardware,Network Switch,5,950,23.22,1102.95,729.41,3647.05,540,2700,25.97,Pending,David Evans,Enterprise,Automotive,2024,Q4,Oct
T0359,2024-10-20,C007,Vertex Logistics,South,Furniture,Desk Pro,10,420,11.57,485.9,371.41,3714.1,180,1800,51.54,Won,Marco Ruiz,Mid-Market,Logistics,2024,Q4,Oct
T0360,2024-10-22,C004,Solaris Energy,West,Software,Cloud Storage 1TB,2,380,11.08,84.2,337.9,675.8,45,90,86.68,Lost,Tom Walsh,Mid-Market,Energy,2024,Q4,Oct
T0361,2024-10-22,C010,Stratos Media,North,Hardware,Server Rack,10,6200,23.57,14613.4,4738.66,47386.6,4100,41000,13.48,Won,Emily Foster,SMB,Media,2024,Q4,Oct
T0362,2024-10-23,C016,Tidal Software,South,Software,Cloud Storage 1TB,2,380,7.73,58.74,350.63,701.26,45,90,87.17,Lost,James Okafor,Mid-Market,Technology,2024,Q4,Oct
T0363,2024-10-23,C005,Cascade Retail,South,Furniture,Desk Pro,1,420,10.55,44.31,375.69,375.69,180,180,52.09,Pending,James Okafor,Mid-Market,Retail,2024,Q4,Oct
T0364,2024-10-23,C007,Vertex Logistics,South,Software,BI Dashboard,2,5500,13.16,1447.6,4776.2,9552.4,500,1000,89.53,Won,Marco Ruiz,Mid-Market,Logistics,2024,Q4,Oct
T0365,2024-10-25,C014,Quantum Devices,North,Furniture,Desk Pro,3,420,3.05,38.43,407.19,1221.57,180,540,55.79,Won,Sarah Chen,Enterprise,Technology,2024,Q4,Oct
T0366,2024-10-27,C012,Delta Aerospace,West,Hardware,Server Rack,1,6200,18.15,1125.3,5074.7,5074.7,4100,4100,19.21,Won,David Evans,Enterprise,Aerospace,2024,Q4,Oct
T0367,2024-11-01,C015,Redwood Construction,South,Software,Analytics Suite,1,4500,2.05,92.25,4407.75,4407.75,500,500,88.66,Won,Marco Ruiz,SMB,Construction,2024,Q4,Nov
T0368,2024-11-01,C019,Coastline Hotels,West,Hardware,Headset Pro,1,220,2.21,4.86,215.14,215.14,120,120,44.22,Pending,Tom Walsh,Mid-Market,Hospitality,2024,Q4,Nov
T0369,2024-11-02,C013,Harbor Insurance,East,Hardware,Server Rack,5,6200,10.31,3196.1,5560.78,27803.9,4100,20500,26.27,Won,Aisha Patel,Enterprise,Financial Services,2024,Q4,Nov
T0370,2024-11-05,C017,Granite Automotive,West,Software,Security Suite,1,3200,17.27,552.64,2647.36,2647.36,280,280,89.42,Won,David Evans,Enterprise,Automotive,2024,Q4,Nov
T0371,2024-11-06,C008,Orion Pharma,East,Software,Security Suite,3,3200,8.5,816.0,2928.0,8784.0,280,840,90.44,Won,Aisha Patel,Enterprise,Healthcare,2024,Q4,Nov
T0372,2024-11-07,C014,Quantum Devices,North,Software,Security Suite,1,3200,4.62,147.84,3052.16,3052.16,280,280,90.83,Won,Sarah Chen,Enterprise,Technology,2024,Q4,Nov
T0373,2024-11-10,C006,Nimbus Financial,East,Furniture,Desk Pro,1,420,8.94,37.55,382.45,382.45,180,180,52.94,Won,Priya Sharma,Enterprise,Financial Services,2024,Q4,Nov
T0374,2024-11-14,C010,Stratos Media,North,Software,Security Suite,1,3200,21.52,688.64,2511.36,2511.36,280,280,88.85,Won,Emily Foster,SMB,Media,2024,Q4,Nov
T0375,2024-11-18,C007,Vertex Logistics,South,Hardware,Headset Pro,2,220,5.96,26.22,206.89,413.78,120,240,42.0,Won,Marco Ruiz,Mid-Market,Logistics,2024,Q4,Nov
T0376,2024-11-19,C019,Coastline Hotels,West,Software,Security Suite,1,3200,2.58,82.56,3117.44,3117.44,280,280,91.02,Pending,Tom Walsh,Mid-Market,Hospitality,2024,Q4,Nov
T0377,2024-11-21,C009,BlueRock Mining,West,Hardware,Headset Pro,1,220,11.61,25.54,194.46,194.46,120,120,38.29,Won,Tom Walsh,Mid-Market,Mining,2024,Q4,Nov
T0378,2024-11-25,C006,Nimbus Financial,East,Software,Analytics Suite,1,4500,10.59,476.55,4023.45,4023.45,500,500,87.57,Lost,Priya Sharma,Enterprise,Financial Services,2024,Q4,Nov
T0379,2024-11-26,C009,BlueRock Mining,West,Furniture,Desk Pro,1,420,13.08,54.94,365.06,365.06,180,180,50.69,Won,Tom Walsh,Mid-Market,Mining,2024,Q4,Nov
T0380,2024-11-27,C003,Meridian Health,North,Hardware,Network Switch,10,950,8.29,787.5,871.25,8712.5,540,5400,38.02,Pending,Sarah Chen,Enterprise,Healthcare,2024,Q4,Nov
T0381,2024-11-28,C011,Pinnacle Consulting,North,Hardware,"Monitor 27""",10,350,27.46,961.1,253.89,2538.9,210,2100,17.29,Won,Emily Foster,Mid-Market,Professional Svcs,2024,Q4,Nov
T0382,2024-12-02,C011,Pinnacle Consulting,North,Software,Mobile Device Mgmt,1,2800,10.47,293.16,2506.84,2506.84,250,250,90.03,Lost,Emily Foster,Mid-Market,Professional Svcs,2024,Q4,Dec
T0383,2024-12-02,C011,Pinnacle Consulting,North,Furniture,Office Chair,5,180,19.77,177.95,144.41,722.05,80,400,44.6,Won,Emily Foster,Mid-Market,Professional Svcs,2024,Q4,Dec
T0384,2024-12-03,C012,Delta Aerospace,West,Furniture,Office Chair,10,180,17.17,309.1,149.09,1490.9,80,800,46.34,Won,David Evans,Enterprise,Aerospace,2024,Q4,Dec
T0385,2024-12-03,C004,Solaris Energy,West,Hardware,Server Rack,2,6200,11.77,1459.48,5470.26,10940.52,4100,8200,25.05,Won,Tom Walsh,Mid-Market,Energy,2024,Q4,Dec
T0386,2024-12-05,C011,Pinnacle Consulting,North,Furniture,Desk Pro,1,420,20.83,87.49,332.51,332.51,180,180,45.87,Lost,Emily Foster,Mid-Market,Professional Svcs,2024,Q4,Dec
T0387,2024-12-06,C003,Meridian Health,North,Hardware,"Monitor 27""",1,350,9.64,33.74,316.26,316.26,210,210,33.6,Won,Sarah Chen,Enterprise,Healthcare,2024,Q4,Dec
T0388,2024-12-07,C009,BlueRock Mining,West,Software,Cloud Storage 1TB,5,380,16.97,322.45,315.51,1577.55,45,225,85.74,Lost,Tom Walsh,Mid-Market,Mining,2024,Q4,Dec
T0389,2024-12-07,C004,Solaris Energy,West,Software,Mobile Device Mgmt,10,2800,0.93,260.4,2773.96,27739.6,250,2500,90.99,Won,Tom Walsh,Mid-Market,Energy,2024,Q4,Dec
T0390,2024-12-08,C001,Apex Industries,North,Hardware,Laptop Pro,1,1200,11.67,140.04,1059.96,1059.96,800,800,24.53,Pending,Sarah Chen,Enterprise,Manufacturing,2024,Q4,Dec
T0391,2024-12-10,C013,Harbor Insurance,East,Hardware,"Monitor 27""",1,350,1.04,3.64,346.36,346.36,210,210,39.37,Won,Aisha Patel,Enterprise,Financial Services,2024,Q4,Dec
T0392,2024-12-13,C001,Apex Industries,North,Services,Training Package,1,1800,8.5,153.0,1647.0,1647.0,400,400,75.71,Lost,Sarah Chen,Enterprise,Manufacturing,2024,Q4,Dec
T0393,2024-12-13,C011,Pinnacle Consulting,North,Software,BI Dashboard,1,5500,26.38,1450.9,4049.1,4049.1,500,500,87.65,Lost,Emily Foster,Mid-Market,Professional Svcs,2024,Q4,Dec
T0394,2024-12-14,C020,Polar Biotech,East,Software,Mobile Device Mgmt,1,2800,0.0,0.0,2800.0,2800.0,250,250,91.07,Won,Aisha Patel,Enterprise,Healthcare,2024,Q4,Dec
T0395,2024-12-16,C005,Cascade Retail,South,Services,Training Package,2,1800,3.21,115.56,1742.22,3484.44,400,800,77.04,Won,James Okafor,Mid-Market,Retail,2024,Q4,Dec
T0396,2024-12-18,C003,Meridian Health,North,Software,Cloud Storage 1TB,2,380,14.06,106.86,326.57,653.14,45,90,86.22,Lost,Sarah Chen,Enterprise,Healthcare,2024,Q4,Dec
T0397,2024-12-18,C017,Granite Automotive,West,Furniture,Desk Pro,5,420,30.47,639.85,292.03,1460.15,180,900,38.36,Won,David Evans,Enterprise,Automotive,2024,Q4,Dec
T0398,2024-12-24,C011,Pinnacle Consulting,North,Software,ERP Module,1,12000,25.88,3105.6,8894.4,8894.4,1200,1200,86.51,Lost,Emily Foster,Mid-Market,Professional Svcs,2024,Q4,Dec
T0399,2024-12-26,C014,Quantum Devices,North,Software,Security Suite,1,3200,4.06,129.92,3070.08,3070.08,280,280,90.88,Won,Sarah Chen,Enterprise,Technology,2024,Q4,Dec
T0400,2024-12-27,C015,Redwood Construction,South,Hardware,Laptop Pro,3,1200,10.06,362.16,1079.28,3237.84,800,2400,25.88,Won,Marco Ruiz,SMB,Construction,2024,Q4,Dec
